bc.no,inter,dose.type,species,species2,cicon,cicon2,identified.as,compound,metab.type,subclass,method,meth.extr,biofluid,hydrolysis.full,hydroylsis,quantified,trace,comments
1038,216,Pure compound,rat,Rat,30200803,302008,ferulic acid,Ferulic acid,Aglycone,Hydroxycinnamic acids,90,LLE,plasma,?-glucuronidase,yes,TRUE,FALSE,
992,206,Pure compound,rat,Rat,30200803,302008,ferulic acid,Ferulic acid,Aglycone,Hydroxycinnamic acids,90,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1119,222,Food,rat,Rat,30200803,302008,ferulic acid,Ferulic acid,Aglycone,Hydroxycinnamic acids,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1125,231,Pure compound,rat,Rat,30200803,302008,ferulic acid,Ferulic acid,Aglycone,Hydroxycinnamic acids,78,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1126,231,Pure compound,rat,Rat,30200803,302008,ferulic acid,Ferulic acid,Aglycone,Hydroxycinnamic acids,78,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1361,297,Experimental food,rat,Rat,30200803,302008,ferulic acid,Ferulic acid,Aglycone,Hydroxycinnamic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1362,247,Experimental food,rat,Rat,30200803,302008,ferulic acid,Ferulic acid,Aglycone,Hydroxycinnamic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1363,248,Experimental food,rat,Rat,30200803,302008,ferulic acid,Ferulic acid,Aglycone,Hydroxycinnamic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1364,249,Pure compound,rat,Rat,30200803,302008,ferulic acid,Ferulic acid,Aglycone,Hydroxycinnamic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1433,250,Pure compound,rat,Rat,30200803,302008,ferulic acid,Ferulic acid,Aglycone,Hydroxycinnamic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1803,294,Food,rat,Rat,30200803,302008,ferulic acid,Ferulic acid,Aglycone,Hydroxycinnamic acids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
504,129,Experimental food,rat,Rat,30201103,302011,rosmarinic acid,Rosmarinic acid,Aglycone,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
994,206,Pure compound,rat,Rat,30201103,302011,rosmarinic acid,Rosmarinic acid,Aglycone,Hydroxycinnamic acids,78,PP,plasma,None,no,TRUE,FALSE,
996,206,Pure compound,rat,Rat,30201103,302011,rosmarinic acid,Rosmarinic acid,Aglycone,Hydroxycinnamic acids,78,PP,urine,None,no,TRUE,FALSE,
993,206,Pure compound,rat,Rat,30201103,302011,rosmarinic acid,Rosmarinic acid,Aglycone,Hydroxycinnamic acids,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
995,206,Pure compound,rat,Rat,30201103,302011,rosmarinic acid,Rosmarinic acid,Aglycone,Hydroxycinnamic acids,90,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
608,130,Experimental food,rat,Rat,30201303,302013,3-hydroxycinnamic acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
609,131,Experimental food,rat,Rat,30201303,302013,3-hydroxycinnamic acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
610,132,Experimental food,rat,Rat,30201303,302013,3-hydroxycinnamic acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
611,133,Experimental food,rat,Rat,30201303,302013,3-hydroxycinnamic acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
612,134,Experimental food,rat,Rat,30201303,302013,3-hydroxycinnamic acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
1441,255,Pure compound,rat,Rat,30201303,302013,m-coumaric acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,78,LLE,urine,None,no,TRUE,FALSE,
613,130,Experimental food,rat,Rat,30201303,302013,3-hydroxycinnamic acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
614,131,Experimental food,rat,Rat,30201303,302013,3-hydroxycinnamic acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
615,132,Experimental food,rat,Rat,30201303,302013,3-hydroxycinnamic acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
616,133,Experimental food,rat,Rat,30201303,302013,3-hydroxycinnamic acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
617,134,Experimental food,rat,Rat,30201303,302013,3-hydroxycinnamic acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
1039,215,Pure compound,rat,Rat,30201303,302013,m-coumaric acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1040,216,Pure compound,rat,Rat,30201303,302013,m-coumaric acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1041,215,Pure compound,rat,Rat,30201303,302013,m-coumaric acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,90,LLE,plasma,?-glucuronidase,yes,TRUE,FALSE,
997,206,Pure compound,rat,Rat,30201303,302013,m-coumaric acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,90,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
998,206,Pure compound,rat,Rat,30201303,302013,m-coumaric acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1419,250,Pure compound,rat,Rat,30201303,302013,m-coumaric acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1420,251,Pure compound,rat,Rat,30201303,302013,m-coumaric acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1421,252,Pure compound,rat,Rat,30201303,302013,m-coumaric acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1422,253,Pure compound,rat,Rat,30201303,302013,m-coumaric acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1801,294,Food,rat,Rat,30201303,302013,m-coumaric acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
1802,295,Food,rat,Rat,30201303,302013,m-coumaric acid,m-Coumaric acid,Aglycone,Hydroxycinnamic acids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
1026,212,Pure compound,rat,Rat,30202203,302022,sinapic acid,Sinapic acid,Aglycone,Hydroxycinnamic acids,78,PP,urine,None,no,FALSE,FALSE,
668,130,Experimental food,rat,Rat,30203303,302033,chlorogenic acid,5-Caffeoylquinic acid,Aglycone,Hydroxycinnamic acids,78,SPE,urine,None,no,FALSE,FALSE,Urine samples taken between 30 and 35 days
669,131,Experimental food,rat,Rat,30203303,302033,chlorogenic acid,5-Caffeoylquinic acid,Aglycone,Hydroxycinnamic acids,78,SPE,urine,None,no,FALSE,FALSE,Urine samples taken between 30 and 35 days
670,132,Experimental food,rat,Rat,30203303,302033,chlorogenic acid,5-Caffeoylquinic acid,Aglycone,Hydroxycinnamic acids,78,SPE,urine,None,no,FALSE,FALSE,Urine samples taken between 30 and 35 days
671,133,Experimental food,rat,Rat,30203303,302033,chlorogenic acid,5-Caffeoylquinic acid,Aglycone,Hydroxycinnamic acids,78,SPE,urine,None,no,FALSE,FALSE,Urine samples taken between 30 and 35 days
672,134,Experimental food,rat,Rat,30203303,302033,chlorogenic acid,5-Caffeoylquinic acid,Aglycone,Hydroxycinnamic acids,78,SPE,urine,None,no,FALSE,FALSE,Urine samples taken between 30 and 35 days
673,130,Experimental food,rat,Rat,30203303,302033,chlorogenic acid,5-Caffeoylquinic acid,Aglycone,Hydroxycinnamic acids,90,SPE,urine,sulfatase,yes,FALSE,FALSE,Urine samples taken between 30 and 35 days
674,131,Experimental food,rat,Rat,30203303,302033,chlorogenic acid,5-Caffeoylquinic acid,Aglycone,Hydroxycinnamic acids,90,SPE,urine,sulfatase,yes,FALSE,FALSE,Urine samples taken between 30 and 35 days
675,132,Experimental food,rat,Rat,30203303,302033,chlorogenic acid,5-Caffeoylquinic acid,Aglycone,Hydroxycinnamic acids,90,SPE,urine,sulfatase,yes,FALSE,FALSE,Urine samples taken between 30 and 35 days
676,133,Experimental food,rat,Rat,30203303,302033,chlorogenic acid,5-Caffeoylquinic acid,Aglycone,Hydroxycinnamic acids,90,SPE,urine,sulfatase,yes,FALSE,FALSE,Urine samples taken between 30 and 35 days
677,134,Experimental food,rat,Rat,30203303,302033,chlorogenic acid,5-Caffeoylquinic acid,Aglycone,Hydroxycinnamic acids,90,SPE,urine,sulfatase,yes,FALSE,FALSE,Urine samples taken between 30 and 35 days
1028,215,Pure compound,rat,Rat,30203303,302033,chlorogenic acid,5-Caffeoylquinic acid,Aglycone,Hydroxycinnamic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1022,211,Pure compound,rat,Rat,30204303,302043,isoferulic acid,Isoferulic acid,Aglycone,Hydroxycinnamic acids,78,PP,urine,None,no,FALSE,FALSE,
1114,221,Pure compound,rat,Rat,30204303,302043,isoferulic acid,Isoferulic acid,Aglycone,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1115,221,Pure compound,rat,Rat,30204303,302043,isoferulic acid,Isoferulic acid,Aglycone,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1167,228,Pure compound,rat,Rat,30204303,302043,isoferulic acid,Isoferulic acid,Aglycone,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1032,215,Pure compound,rat,Rat,30204303,302043,isoferulic acid,Isoferulic acid,Aglycone,Hydroxycinnamic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1033,215,Pure compound,rat,Rat,30204303,302043,isoferulic acid,Isoferulic acid,Aglycone,Hydroxycinnamic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1034,215,Pure compound,rat,Rat,30204303,302043,isoferulic acid,Isoferulic acid,Aglycone,Hydroxycinnamic acids,90,LLE,plasma,?-glucuronidase,yes,TRUE,FALSE,
1120,222,Food,rat,Rat,30204303,302043,isoferulic acid,Isoferulic acid,Aglycone,Hydroxycinnamic acids,90,LLE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1156,224,Pure compound,rat,Rat,30210003,302100,"1,5-dicaffeoylquinic acid","1,5-Dicaffeoylquinic acid",Aglycone,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1157,224,Pure compound,rat,Rat,30210003,302100,"1,5-dicaffeoylquinic acid","1,5-Dicaffeoylquinic acid",Aglycone,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1001,206,Pure compound,rat,Rat,30219603,302196,3-methylrosmarinic acid,3-O-Methylrosmarinic acid,Aglycone,Hydroxycinnamic acids,90,PP,plasma,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1025,211,Pure compound,rat,Rat,30225203,302252,feruloylglycine,Feruloylglycine,Aglycone,Hydroxycinnamic acids,78,PP,urine,None,no,FALSE,FALSE,
1184,227,Pure compound,rat,Rat,30225303,302253,3-(3-O-glucuronyl-4-methyloxyphenyl) crylic acid,Isoferulic acid 3-O-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1185,226,Pure compound,rat,Rat,30225303,302253,3-(3-O-glucuronyl-4-methyloxyphenyl) crylic acid,Isoferulic acid 3-O-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1186,227,Pure compound,rat,Rat,30225303,302253,3-(3-O-glucuronyl-4-methyloxyphenyl) crylic acid,Isoferulic acid 3-O-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1187,226,Pure compound,rat,Rat,30225303,302253,3-(3-O-glucuronyl-4-methyloxyphenyl) crylic acid,Isoferulic acid 3-O-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1181,227,Pure compound,rat,Rat,30225603,302256,3-(3-methyoxy-4-O-glucuronyl-phenyl) crylic acid,Ferulic acid 4-O-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1182,227,Pure compound,rat,Rat,30225603,302256,3-(3-methyoxy-4-O-glucuronyl-phenyl) crylic acid,Ferulic acid 4-O-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1183,226,Pure compound,rat,Rat,30225603,302256,3-(3-methyoxy-4-O-glucuronyl-phenyl) crylic acid,Ferulic acid 4-O-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1200,226,Pure compound,rat,Rat,30226003,302260,3-(3-methyoxy-4-hydroxyphenyl) crylic acid glucuronide,Feruloyl C1-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1201,227,Pure compound,rat,Rat,30226003,302260,3-(3-methyoxy-4-hydroxyphenyl) crylic acid glucuronide,Feruloyl C1-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1202,226,Pure compound,rat,Rat,30226003,302260,3-(3-methyoxy-4-hydroxyphenyl) crylic acid glucuronide,Feruloyl C1-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1203,227,Pure compound,rat,Rat,30226003,302260,3-(3-methyoxy-4-hydroxyphenyl) crylic acid glucuronide,Feruloyl C1-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1188,226,Pure compound,rat,Rat,30226103,302261,3-(3-hydroxy-4-methyloxyphenyl) crylic acid glucuronide,Isoferuloyl C1-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1189,227,Pure compound,rat,Rat,30226103,302261,3-(3-hydroxy-4-methyloxyphenyl) crylic acid glucuronide,Isoferuloyl C1-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1190,228,Pure compound,rat,Rat,30226103,302261,3-(3-hydroxy-4-methyloxyphenyl) crylic acid glucuronide,Isoferuloyl C1-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1191,226,Pure compound,rat,Rat,30226103,302261,3-(3-hydroxy-4-methyloxyphenyl) crylic acid glucuronide,Isoferuloyl C1-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1192,227,Pure compound,rat,Rat,30226103,302261,3-(3-hydroxy-4-methyloxyphenyl) crylic acid glucuronide,Isoferuloyl C1-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1193,228,Pure compound,rat,Rat,30226103,302261,3-(3-hydroxy-4-methyloxyphenyl) crylic acid glucuronide,Isoferuloyl C1-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1179,226,Pure compound,rat,Rat,30227203,302272,3-(3-O-glucuronyl-4-hydroxy) crylic acid,Caffeic acid 3-O-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1180,226,Pure compound,rat,Rat,30227203,302272,3-(3-O-glucuronyl-4-hydroxy) crylic acid,Caffeic acid 3-O-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1177,226,Pure compound,rat,Rat,30227303,302273,3-(3-hydroxy-4-O-glucuronyl) crylic acid,Caffeic acid 4-O-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1178,226,Pure compound,rat,Rat,30227303,302273,3-(3-hydroxy-4-O-glucuronyl) crylic acid,Caffeic acid 4-O-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1197,226,Pure compound,rat,Rat,30227403,302274,"3-(3,4-dihydroxyphenyl) crylic acid glucuronide",Caffeoyl C1-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1198,226,Pure compound,rat,Rat,30227403,302274,"3-(3,4-dihydroxyphenyl) crylic acid glucuronide",Caffeoyl C1-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1199,228,Pure compound,rat,Rat,30227403,302274,"3-(3,4-dihydroxyphenyl) crylic acid glucuronide",Caffeoyl C1-glucuronide,Glucuronide,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1158,224,Pure compound,rat,Rat,30228603,302286,"1,5-diferuloylquinic acid","1,5-Diferuloylquinic acid",Aglycone,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1159,224,Pure compound,rat,Rat,30228603,302286,"1,5-diferuloylquinic acid","1,5-Diferuloylquinic acid",Aglycone,Hydroxycinnamic acids,78,LLE,urine,None,no,FALSE,FALSE,
1160,224,Pure compound,rat,Rat,30228703,302287,1-caffeoyl-5-feruoylquinic acid,1-Caffeoyl-5-feruloylquinic acid,Aglycone,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
1161,224,Pure compound,rat,Rat,30228803,302288,1-feruoyl-5-caffeoylquinic acid,1-Feruloyl-5-caffeoylquinic acid,Aglycone,Hydroxycinnamic acids,78,LLE,plasma,None,no,FALSE,FALSE,
548,130,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
549,131,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
550,132,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
551,133,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
552,134,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
553,130,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
554,131,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
555,132,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
556,133,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
557,134,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
1068,215,Pure compound,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1069,216,Pure compound,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1070,217,Pure compound,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1071,214,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,90,LLE,urine,?-glucuronidase,yes,TRUE,FALSE,
1347,297,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenyl-acetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1348,247,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenyl-acetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1349,248,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenyl-acetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1350,249,Pure compound,rat,Rat,30304803,303048,"3,4-dihydroxyphenyl-acetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1405,254,Experimental food,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1406,250,Pure compound,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1407,251,Pure compound,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1408,252,Pure compound,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1409,253,Pure compound,rat,Rat,30304803,303048,"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,89,PP,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,
1793,294,Food,rat,Rat,30304803,303048,"3,4-dihydroxyphenyl-acetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
1794,295,Food,rat,Rat,30304803,303048,"3,4-dihydroxyphenyl-acetic acid","3,4-Dihydroxyphenylacetic acid",Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,?-glucuronidase and sulfatase,yes,TRUE,FALSE,Difference from control
278,92,Food,rat,Rat,30305003,303050,4-hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,None,urine,None,no,TRUE,FALSE,
538,130,Experimental food,rat,Rat,30305003,303050,4-hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
539,131,Experimental food,rat,Rat,30305003,303050,4-hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
540,132,Experimental food,rat,Rat,30305003,303050,4-hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
541,133,Experimental food,rat,Rat,30305003,303050,4-hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
542,134,Experimental food,rat,Rat,30305003,303050,4-hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,78,SPE,urine,None,no,TRUE,FALSE,Urine samples taken between 30 and 35 days
543,130,Experimental food,rat,Rat,30305003,303050,4-hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
544,131,Experimental food,rat,Rat,30305003,303050,4-hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
545,132,Experimental food,rat,Rat,30305003,303050,4-hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
546,133,Experimental food,rat,Rat,30305003,303050,4-hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
547,134,Experimental food,rat,Rat,30305003,303050,4-hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,Aglycone,Hydroxyphenylacetic acids,90,SPE,urine,sulfatase,yes,TRUE,FALSE,Urine samples taken between 30 and 35 days
