method.full,method,analysis.type,food.group.full,food.group,food.subgroup,food,food.class,process.full,process,top.process,process.type,process.grouped,compound.class,compound.subclass,compound,conjugation,cicon,unit,mean.rf,min.rf,max.rf,sdev.rf,nraw.rf,rf.id
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavanones,Naringenin,free phenol,106001,mg/100 g fresh weight,5.257397649,1.221434901,8.529306877,3.189255723,4,990
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavanones,Naringenin 7-O-glucoside,glycoside,106022,mg/100 g fresh weight,3.846235901,3.311450503,4.330881484,0.417218498,4,992
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavanones,Narirutin,glycoside,106010,mg/100 ml,1.047587156,1.047587156,1.047587156,,1,465
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Tangerine, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavanones,Narirutin,glycoside,106010,mg/100 ml,2,2,2,,1,502
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavones,Nobiletin,free phenol,107011,mg/100 ml,0.858237505,0.858237505,0.858237505,,1,467
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Tangerine, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavones,Nobiletin,free phenol,107011,mg/100 ml,0.938405812,0.938405812,0.938405812,,1,503
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Tropical fruit juices,"Pomegranate, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Anthocyanins,"Pelargonidin 3,5-O-diglucoside",glycoside,101085,mg/100 ml,1.751201928,0.912500024,3,0.958985507,4,532
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Anthocyanins,Pelargonidin 3-O-glucoside,glycoside,101012,mg/100 mL,0.940751493,0.919075191,0.962427795,0.03065492,2,411
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Tropical fruit juices,"Pomegranate, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Anthocyanins,Pelargonidin 3-O-glucoside,glycoside,101012,mg/100 ml,0.679563478,0.444444418,0.857142806,0.17506477,4,533
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Anthocyanins,Pelargonidin 3-O-rutinoside,glycoside,101020,mg/100 mL,0.99000001,0.973333359,1.00666666,0.023570204,2,414
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Grape [Unknown color], juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavanols,Procyanidin dimer B1,polymer,105033,mg/100 ml,2.679761982,0.733870983,7.013422489,2.512048445,5,399
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Grape [Unknown color], juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavanols,Procyanidin dimer B1 3-O-gallate,polymer,105058,mg/100 ml,7.072069883,1.094339609,16,7.038631436,4,400
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Grape [Unknown color], juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavanols,Procyanidin dimer B2,polymer,105034,mg/100 ml,1.169991589,0.810344815,1.561583757,0.27176082,5,401
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Grape [Unknown color], juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavanols,Procyanidin dimer B3,polymer,105035,mg/100 ml,1.395833321,0.150000006,2.599999905,1.36590894,4,402
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Grape [Unknown color], juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavanols,Procyanidin dimer B4,polymer,105036,mg/100 ml,0.5,0.5,0.5,,1,403
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Grape [Unknown color], juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavanols,Procyanidin trimer C1,polymer,105040,mg/100 ml,4.902666694,0.409090906,17.47222328,7.160094981,5,404
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Grape [Unknown color], juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavanols,Procyanidin trimer T2,polymer,105054,mg/100 ml,1.881582528,0.400000006,4.92270565,1.789139358,5,405
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Phenolic acids,Hydroxybenzoic acids,Protocatechuic acid,free phenol,301002,mg/100 g fresh weight,3.879183181,1.988117319,5.972862123,2.168733286,4,1008
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavonols,Quercetin,free phenol,108002,mg/100 g fresh weight,2.24547095,1.363345216,3.856081888,1.104940566,4,1002
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavonols,Quercetin 3-O-rutinoside,glycoside,108007,mg/100 g fresh weight,4.713965989,2.160974007,6.215151962,1.764387222,4,1005
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavones,Sinensetin,free phenol,107009,mg/100 ml,0.842519641,0.842519641,0.842519641,,1,468
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Tangerine, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavones,Sinensetin,free phenol,107009,mg/100 ml,1.015384555,1.015384555,1.015384555,,1,504
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavones,Tangeretin,free phenol,107012,mg/100 ml,0.807692349,0.807692349,0.807692349,,1,469
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Tangerine, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavones,Tangeretin,free phenol,107012,mg/100 ml,0.825396836,0.825396836,0.825396836,,1,505
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavones,Tetramethylscutellarein,free phenol,107019,mg/100 ml,0.832214773,0.832214773,0.832214773,,1,470
1 - Chromatography,Chrom.,Defined,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Tangerine, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavones,Tetramethylscutellarein,free phenol,107019,mg/100 ml,0.947368443,0.947368443,0.947368443,,1,506
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Phenolic acids,Hydroxybenzoic acids,4-Hydroxybenzoic acid,free phenol,301009,mg/100 mL,1.089743674,1.076923132,1.102564216,0.018130984,2,426
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Phenolic acids,Hydroxybenzoic acids,Ellagic acid,free phenol,301008,mg/100 mL,0.944444448,0.911111116,0.977777779,0.047140449,2,429
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavanones,Hesperetin,free phenol,106003,mg/100 ml,1.00609231,1.00609231,1.00609231,,1,457
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavonols,Kaempferol,free phenol,108001,mg/100 mL,1.035087705,1.017543793,1.052631617,0.024810838,2,417
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavonols,Kaempferol,free phenol,108001,mg/100 g fresh weight,4.483276227,4.483276227,4.483276227,,1,994
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavonols,Myricetin,free phenol,108022,mg/100 mL,0.928571463,0.90476191,0.952381015,0.033671792,2,420
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Citrus juices,"Orange, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavanones,Naringenin,free phenol,106001,mg/100 ml,0.992307663,0.992307663,0.992307663,,1,463
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Phenolic acids,Hydroxycinnamic acids,p-Coumaric acid,free phenol,302001,mg/100 mL,1.002958596,1,1.005917192,0.004184086,2,432
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavonols,Quercetin,free phenol,108002,mg/100 g fresh weight,3.619916416,3.619916416,3.619916416,,1,1003
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Non-alcoholic beverages,Non-alc bev,Fruit juices - Berry juices,"Strawberry, pure juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,Flavonoids,Flavonols,Quercetin,free phenol,108002,mg/100 mL,0.987179488,0.974358976,1,0.018130942,2,423
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Fruit vegetables,"Tomato, whole, raw",202,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,3.213926311,2.467011564,4.197699296,0.720403445,4,1020
5 - Folin assay,Folin assay,Grouped,Fruits and fruit products,Fruits,Fruits - Drupes,"Nectarine, puree",401,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.998194933,0.998194933,0.998194933,,1,279
5 - Folin assay,Folin assay,Grouped,Non-alcoholic beverages,Non-alc bev,Vegetable juices - Root vegetable juices,"Carrot, juice",1301,Pasteurized,Pasteurized,yes,Industrial processing,Pasteurized,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 ml,0.940119714,0.916167617,0.96407181,0.03387338,2,553
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Flavonoids,Flavanols,(-)-Epicatechin 3-O-gallate,ester,105005,mg/100 g fresh weight,0.504853544,0.504853544,0.504853544,,1,579
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Flavonoids,Flavanols,(+)-Catechin,free phenol,105001,mg/100 g fresh weight,0.325090447,0.325090447,0.325090447,,1,583
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Flavonoids,Flavanols,(+)-Epicatechin,free phenol,105029,mg/100 g fresh weight,0.645893653,0.645893653,0.645893653,,1,587
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Shoot vegetables,"Globe artichoke, heads, raw",202,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,"1,3-Dicaffeoylquinic acid",ester,302099,mg/100 g fresh weight,1.172592923,0.756154789,1.589031057,0.588932457,2,1190
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,"2,3,4-Trihydroxybenzoic acid",free phenol,301123,mg/100 g fresh weight,1.254679693,1.254679693,1.254679693,,1,666
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,4-Hydroxybenzoic acid,free phenol,301009,mg/100 g fresh weight,0.437673654,0.437673654,0.437673654,,1,601
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,4-Hydroxybenzoic acid,free phenol,301009,mg/100 g fresh weight,0.217833395,0.217833395,0.217833395,,1,675
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Shoot vegetables,"Globe artichoke, heads, raw",202,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,2.066974683,0.98353295,3.150416417,1.532217994,2,1205
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,0.30835009,0.30835009,0.30835009,,1,629
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,0.363403617,0.363403617,0.363403617,,1,707
1 - Chromatography,Chrom.,Defined,Vegetables,Vegetables,Shoot vegetables,"Globe artichoke, heads, raw",202,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,2.248745095,1.562105243,2.935384946,0.97105539,2,1207
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,0.257298159,0.257298159,0.257298159,,1,635
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Flavonoids,Anthocyanins,Delphinidin 3-O-glucoside,glycoside,101031,mg/100 g fresh weight,0.041626277,0.041626277,0.041626277,,1,564
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,Gallic acid,free phenol,301003,mg/100 g fresh weight,0.284801933,0.284801933,0.284801933,,1,609
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,Gallic acid,free phenol,301003,mg/100 g fresh weight,0.355816927,0.355816927,0.355816927,,1,683
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Flavonoids,Flavonols,Kaempferol 3-O-acetyl-glucoside,glycoside,108103,mg/100 g fresh weight,0.320390604,0.320390604,0.320390604,,1,657
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Flavonoids,Flavonols,Kaempferol 3-O-glucoside,glycoside,108035,mg/100 g fresh weight,0.06346849,0.06346849,0.06346849,,1,590
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Flavonoids,Flavonols,Kaempferol 3-O-glucoside,glycoside,108035,mg/100 g fresh weight,0.285905762,0.285905762,0.285905762,,1,660
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Flavonoids,Anthocyanins,"Malvidin 3,5-O-diglucoside",glycoside,101023,mg/100 g fresh weight,0.21868732,0.21868732,0.21868732,,1,568
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Flavonoids,Anthocyanins,Malvidin 3-O-glucoside,glycoside,101039,mg/100 g fresh weight,0.091154956,0.091154956,0.091154956,,1,571
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Flavonoids,Flavonols,Myricetin,free phenol,108022,mg/100 g fresh weight,0.431726389,0.431726389,0.431726389,,1,592
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Flavonoids,Anthocyanins,Petunidin 3-O-glucoside,glycoside,101036,mg/100 g fresh weight,0.064560704,0.064560704,0.064560704,,1,575
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,Protocatechuic acid,free phenol,301002,mg/100 g fresh weight,0.124667568,0.124667568,0.124667568,,1,616
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,Protocatechuic acid,free phenol,301002,mg/100 g fresh weight,0.431157943,0.431157943,0.431157943,,1,691
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 g fresh weight,0.479494147,0.479494147,0.479494147,,1,649
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 g fresh weight,0.178307543,0.178307543,0.178307543,,1,724
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,Vanillic acid,free phenol,301004,mg/100 g fresh weight,0.141373729,0.141373729,0.141373729,,1,625
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,Vanillic acid,free phenol,301004,mg/100 g fresh weight,0.263230572,0.263230572,0.263230572,,1,702
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,"2,3,4-Trihydroxybenzoic acid",free phenol,301123,mg/100 g fresh weight,0.434327107,0.434327107,0.434327107,,1,596
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,"2,3,4-Trihydroxybenzoic acid",free phenol,301123,mg/100 g fresh weight,0.328516641,0.328516641,0.328516641,,1,667
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,4-Hydroxybenzoic acid,free phenol,301009,mg/100 g fresh weight,0.415506078,0.415506078,0.415506078,,1,602
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,4-Hydroxybenzoic acid,free phenol,301009,mg/100 g fresh weight,0.585448722,0.585448722,0.585448722,,1,674
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,0.258501872,0.258501872,0.258501872,,1,634
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,0.313144522,0.313144522,0.313144522,,1,711
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,Cinnamic acid,free phenol,302180,mg/100 g fresh weight,0.204451473,0.204451473,0.204451473,,1,639
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,Ferulic acid,free phenol,302008,mg/100 g fresh weight,0.588091789,0.588091789,0.588091789,,1,716
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,Gallic acid,free phenol,301003,mg/100 g fresh weight,1.360801456,1.360801456,1.360801456,,1,608
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,Gallic acid,free phenol,301003,mg/100 g fresh weight,0.534794661,0.534794661,0.534794661,,1,682
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Flavonoids,Flavonols,Kaempferol,free phenol,108001,mg/100 g fresh weight,0.403322242,0.403322242,0.403322242,,1,655
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,o-Coumaric acid,free phenol,302012,mg/100 g fresh weight,0.291116607,0.291116607,0.291116607,,1,643
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,p-Coumaric acid,free phenol,302001,mg/100 g fresh weight,0.473920098,0.473920098,0.473920098,,1,719
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,Protocatechuic acid,free phenol,301002,mg/100 g fresh weight,0.34209476,0.34209476,0.34209476,,1,615
