method.full,method,analysis.type,food.group.full,food.group,food.subgroup,food,food.class,process.full,process,top.process,process.type,process.grouped,compound.class,compound.subclass,compound,conjugation,cicon,unit,mean.rf,min.rf,max.rf,sdev.rf,nraw.rf,rf.id
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,Protocatechuic acid,free phenol,301002,mg/100 g fresh weight,0.505531311,0.505531311,0.505531311,,1,690
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Flavonoids,Flavonols,Quercetin,free phenol,108002,mg/100 g fresh weight,0.462457497,0.462457497,0.462457497,,1,663
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 g fresh weight,0.256751039,0.256751039,0.256751039,,1,650
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 g fresh weight,0.365349317,0.365349317,0.365349317,,1,723
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,Syringic acid,free phenol,301020,mg/100 g fresh weight,0.229705043,0.229705043,0.229705043,,1,621
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,Phenolic acids,Hydroxybenzoic acids,Vanillic acid,free phenol,301004,mg/100 g fresh weight,0.405947251,0.238343458,0.573551044,0.237027558,2,701
0 - Not aggregated,Folin assay,Grouped,Seeds,Seeds,Pulses - Beans - Other  beans,"Mung bean, whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g dry weight,0.532248822,0.528470231,0.536027414,0.005343735,2,736
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Pulse vegetables,"Fresh pea, raw",206,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,1.087284681,1.015,1.147391273,0.054645992,4,1137
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Shoot vegetables,"Globe artichoke, heads, raw",202,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,2.356147799,1.217036943,4.015529299,1.191063801,4,1208
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Lentils,"Lentils, whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.903487742,0.899659402,0.907316081,0.005414089,2,739
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Peas,"Chickpea, whole, raw",301,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.631944447,0.61930558,0.644583315,0.017874058,2,749
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Peas,"Dried pea, whole, raw",206,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.526233522,0.515263155,0.533999968,0.008025405,4,756
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Peas,"Pigeon pea, whole, raw",206,Pressure-boiled,Pr. boiled,yes,Domestic cooking,Pressure-boiled,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.479044768,0.295166446,0.798114833,0.201878705,10,762
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Flavonoids,Flavanols,(-)-Epicatechin 3-O-gallate,ester,105005,mg/100 g fresh weight,0.594464845,0.594464845,0.594464845,,1,580
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Flavonoids,Flavanols,(+)-Catechin,free phenol,105001,mg/100 g fresh weight,0.930355462,0.930355462,0.930355462,,1,584
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Flavonoids,Flavanols,(+)-Epicatechin,free phenol,105029,mg/100 g fresh weight,1.06180725,1.06180725,1.06180725,,1,588
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,"2,3,4-Trihydroxybenzoic acid",free phenol,301123,mg/100 g fresh weight,3.284865061,3.284865061,3.284865061,,1,668
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,4-Hydroxybenzoic acid,free phenol,301009,mg/100 g fresh weight,0.493096043,0.493096043,0.493096043,,1,603
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,4-Hydroxybenzoic acid,free phenol,301009,mg/100 g fresh weight,0.336099156,0.336099156,0.336099156,,1,677
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,0.85988172,0.85988172,0.85988172,,1,630
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,0.354397749,0.354397749,0.354397749,,1,708
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Flavonoids,Anthocyanins,Delphinidin 3-O-glucoside,glycoside,101031,mg/100 g fresh weight,0.008113416,0.008113416,0.008113416,,1,565
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,Gallic acid,free phenol,301003,mg/100 g fresh weight,1.748002061,1.748002061,1.748002061,,1,610
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,Gallic acid,free phenol,301003,mg/100 g fresh weight,1.06828993,1.06828993,1.06828993,,1,684
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Flavonoids,Flavonols,Kaempferol 3-O-glucoside,glycoside,108035,mg/100 g fresh weight,0.298122177,0.298122177,0.298122177,,1,661
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Flavonoids,Anthocyanins,Malvidin 3-O-glucoside,glycoside,101039,mg/100 g fresh weight,0.011731725,0.011731725,0.011731725,,1,572
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Flavonoids,Flavonols,Myricetin,free phenol,108022,mg/100 g fresh weight,0.692583959,0.692583959,0.692583959,,1,593
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Flavonoids,Anthocyanins,Petunidin 3-O-glucoside,glycoside,101036,mg/100 g fresh weight,0.010325272,0.010325272,0.010325272,,1,576
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,Protocatechuic acid,free phenol,301002,mg/100 g fresh weight,0.503982181,0.503982181,0.503982181,,1,692
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 g fresh weight,2.978407129,2.978407129,2.978407129,,1,651
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 g fresh weight,0.042065304,0.042065304,0.042065304,,1,726
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,Vanillic acid,free phenol,301004,mg/100 g fresh weight,0.828801836,0.828801836,0.828801836,,1,626
1 - Chromatography,Chrom.,Defined,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,Vanillic acid,free phenol,301004,mg/100 g fresh weight,0.082786388,0.082786388,0.082786388,,1,704
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,"2,3,4-Trihydroxybenzoic acid",free phenol,301123,mg/100 g fresh weight,0.225469997,0.225469997,0.225469997,,1,597
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,"2,3,4-Trihydroxybenzoic acid",free phenol,301123,mg/100 g fresh weight,0.203871926,0.203871926,0.203871926,,1,669
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,4-Hydroxybenzoic acid,free phenol,301009,mg/100 g fresh weight,0.455153608,0.455153608,0.455153608,,1,604
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,4-Hydroxybenzoic acid,free phenol,301009,mg/100 g fresh weight,0.443058766,0.443058766,0.443058766,,1,676
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,0.485890857,0.485890857,0.485890857,,1,636
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,0.256400237,0.256400237,0.256400237,,1,712
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,Gallic acid,free phenol,301003,mg/100 g fresh weight,1.510677704,1.510677704,1.510677704,,1,611
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,Gallic acid,free phenol,301003,mg/100 g fresh weight,0.251385498,0.251385498,0.251385498,,1,685
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxycinnamic acids,o-Coumaric acid,free phenol,302012,mg/100 g fresh weight,0.41191185,0.41191185,0.41191185,,1,644
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,Protocatechuic acid,free phenol,301002,mg/100 g fresh weight,0.805489987,0.805489987,0.805489987,,1,617
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,Protocatechuic acid,free phenol,301002,mg/100 g fresh weight,0.198010946,0.198010946,0.198010946,,1,693
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 g fresh weight,0.424519782,0.424519782,0.424519782,,1,652
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,free phenol,302022,mg/100 g fresh weight,0.313335607,0.313335607,0.313335607,,1,725
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Black], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,Syringic acid,free phenol,301020,mg/100 g fresh weight,0.159610401,0.159610401,0.159610401,,1,622
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,Syringic acid,free phenol,301020,mg/100 g fresh weight,0.114889721,0.114889721,0.114889721,,1,697
2 - Chromatography after hydrolysis,Chrom. hydrol,Grouped,Seeds,Seeds,Pulses - Beans - Common bean,"Common bean [Others], whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,Phenolic acids,Hydroxybenzoic acids,Vanillic acid,free phenol,301004,mg/100 g fresh weight,0.263245031,0.263245031,0.263245031,,1,703
5 - Folin assay,Folin assay,Grouped,Vegetables,Vegetables,Pulse vegetables,"Fresh pea, raw",206,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,0.674642724,0.605217403,0.734508203,0.067904011,4,1138
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Lentils,"Lentils, whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,1.165728909,1.102561334,1.228896484,0.089332441,2,740
5 - Folin assay,Folin assay,Grouped,Seeds,Seeds,Pulses - Peas,"Chickpea, whole, raw",301,Pressure-steamed,Pr. steamed,yes,Domestic cooking,Pressure-steamed,"Polyphenols, total","Polyphenols, total","Polyphenols, total",compound group,1000001,mg/100 g fresh weight,1.910173584,1.874930542,1.945416626,0.049841188,2,750
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Apricot, raw",401,Puree making,Pureed,no,Industrial processing,Puree making,Flavonoids,Flavanols,(-)-Epicatechin,free phenol,105002,mg/100 g fresh weight,0.472035408,0.441066504,0.503004313,0.043796645,2,270
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Strawberry, raw",401,Puree making,Pureed,no,Industrial processing,Puree making,Flavonoids,Flavanols,(+)-Catechin,free phenol,105001,mg/100 g fresh weight,0.9237037,0.891851833,0.955555499,0.031851833,3,250
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Apricot, raw",401,Puree making,Pureed,no,Industrial processing,Puree making,Flavonoids,Flavanols,(+)-Catechin,free phenol,105001,mg/100 g fresh weight,0.287652516,0.244833851,0.330471182,0.060554737,2,271
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Apricot, raw",401,Puree making,Pureed,no,Industrial processing,Puree making,Phenolic acids,Hydroxycinnamic acids,5-Caffeoylquinic acid,ester,302033,mg/100 g fresh weight,0.768912363,0.766868925,0.770955801,0.002889858,2,274
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Apricot, raw",401,Puree making,Pureed,no,Industrial processing,Puree making,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,ester,302005,mg/100 g fresh weight,0.596984577,0.414684296,0.779284859,0.257811531,2,275
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Strawberry, raw",401,Puree making,Pureed,no,Industrial processing,Puree making,Flavonoids,Anthocyanins,Cyanidin 3-O-glucoside,glycoside,101009,mg/100 g fresh weight,0.667918754,0.606802026,0.715939065,0.055734733,3,243
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Berries,"Strawberry, raw",401,Puree making,Pureed,no,Industrial processing,Puree making,Phenolic acids,Hydroxybenzoic acids,Ellagic acid,free phenol,301008,mg/100 g fresh weight,1.085238176,0.491428593,1.781428747,0.651065664,3,256
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Apricot, raw",401,Puree making,Pureed,no,Industrial processing,Puree making,Phenolic acids,Hydroxycinnamic acids,Ferulic acid,free phenol,302008,mg/100 g fresh weight,0.382260859,0.229386592,0.535135126,0.216196862,2,276
1 - Chromatography,Chrom.,Defined,Fruits and fruit products,Fruits,Fruits - Drupes,"Apricot, raw",401,Puree making,Pureed,no,Industrial processing,Puree making,Flavonoids,Flavonols,Kaempferol 3-O-rutinoside,glycoside,108036,mg/100 g fresh weight,0.641220427,0.627311516,0.655129337,0.01967017,2,272
