,uPPc_1,uPPc_2,uPPc_3,uPPc_4,uPPc_5,uPPc_6,uPPc_7,uPPc_8,uPPc_9,uPPc_10,uPPc_11,uPPc_12,uPPc_13,uPPc_14,uPPc_15,uPPc_16,uPPc_17,uPPc_18,uPPc_19,uPPc_20,uPPc_21,uPPc_22,uPPc_23,uPPc_24,uPPc_25,uPPc_26,uPPc_27,uPPc_28,uPPc_29,uPPc_33,uPPc_34,uPPc_35,uPPc_36,uPPc_37,uPPc_38,uPPc_39
PP_524,0.01153,-0.01126,0.18283,0.02902,0.05494,0.02602,0.00401,0.20298,0.07644,0.15933,0.09937,0.04066,-0.09482,-0.00746,0.0055,-0.00371,0.01419,-0.03269,0.03318,0.05044,0.12251,0.07611,0.01098,0.03755,0.05754,0.11304,-0.04646,0.07142,0.103,-0.03863,0.05295,0.06488,0.12108,0.08154,0.05966,0.01945
PP_525,0.01151,-0.01155,0.18289,0.02881,0.05493,0.026,0.00415,0.20307,0.07649,0.15921,0.09946,0.04062,-0.09515,-0.00788,0.00532,-0.00351,0.01396,-0.0325,0.0333,0.05071,0.12251,0.07611,0.01076,0.03768,0.05725,0.11284,-0.04645,0.0713,0.10297,-0.03855,0.05287,0.06488,0.12099,0.08156,0.05955,0.01918
PP_526,-0.03058,0.12239,-0.06346,0.03535,-0.10397,-0.0397,-0.0278,-0.06061,-0.00454,-0.07672,-0.02179,-0.07552,0.06255,0.0516,-0.03098,-0.03226,-0.07846,-0.03574,-0.08689,-0.11993,-0.0997,-0.10307,-0.05229,-0.00232,-0.04187,-0.14242,0.01308,-0.06425,-0.1726,0.00706,0.06531,-0.08663,-0.00577,0.02682,-0.01679,-0.07732
PP_527,-0.03058,0.12239,-0.06346,0.03535,-0.10397,-0.0397,-0.0278,-0.06061,-0.00454,-0.07672,-0.02179,-0.07552,0.06255,0.0516,-0.03098,-0.03226,-0.07846,-0.03574,-0.08689,-0.11993,-0.0997,-0.10307,-0.05229,-0.00232,-0.04187,-0.14242,0.01308,-0.06425,-0.1726,0.00706,0.06531,-0.08663,-0.00577,0.02682,-0.01679,-0.07732
PP_528,-0.03068,0.12231,-0.06355,0.03529,-0.10409,-0.03966,-0.0279,-0.06073,-0.00454,-0.07674,-0.02191,-0.07551,0.0625,0.0516,-0.03105,-0.03235,-0.07846,-0.03584,-0.08692,-0.11994,-0.09973,-0.10315,-0.05232,-0.00229,-0.04193,-0.14241,0.013,-0.06427,-0.17259,0.00696,0.06536,-0.08672,-0.00583,0.02673,-0.01679,-0.07736
PP_529,-0.03057,0.12228,-0.06342,0.03537,-0.10397,-0.03964,-0.02769,-0.0606,-0.00455,-0.07677,-0.0218,-0.07556,0.06239,0.05131,-0.03108,-0.03222,-0.0785,-0.0356,-0.08691,-0.11988,-0.0997,-0.10311,-0.05239,-0.00231,-0.04194,-0.14241,0.01306,-0.06425,-0.17258,0.00708,0.06527,-0.08668,-0.00587,0.02685,-0.01679,-0.07735
PP_530,-0.08852,-0.01851,-0.11325,-0.02831,0.01421,0.05,-0.08499,-0.11991,-0.05099,0.02077,-0.08922,0.00182,-0.03551,0.02275,-0.10374,-0.07961,-0.01117,-0.16585,-0.053,0.01172,0.06687,-0.02765,-0.01979,-0.06888,-0.0003,0.02936,-0.12488,-0.0033,0.00318,-0.11627,-0.07288,-0.01112,-0.01214,0.00916,-0.02428,0.01098
PP_532,-0.08813,-0.01893,-0.11233,-0.02838,0.01469,0.04987,-0.08469,-0.11887,-0.05129,0.02097,-0.08891,0.00191,-0.03627,0.02206,-0.10418,-0.07885,-0.01083,-0.1656,-0.05336,0.01168,0.06671,-0.0276,-0.01988,-0.06914,-0.00036,0.0295,-0.12464,-0.00392,0.00304,-0.11615,-0.07297,-0.01071,-0.01202,0.0096,-0.02469,0.01064
PP_534,0.35457,-0.09158,-0.05774,-0.03075,0.10489,-0.03111,0.37849,0.00132,0.07713,0.00909,0.23456,0.13196,-0.00016,0.10595,0.09645,0.30329,0.10871,0.1317,-0.0123,-0.00448,-0.01946,0.0396,0.03191,-0.01833,-0.07632,0.05165,0.38605,0.09513,0.0168,0.44837,-0.02589,0.04702,0.0602,-0.01098,0.01199,0.0021
PP_537,0.34705,-0.10093,-0.05984,-0.04479,0.10373,-0.03212,0.37362,0.00334,0.07219,0.00296,0.22649,0.11894,-0.00008,0.09785,0.0915,0.30501,0.0984,0.1376,-0.01829,-0.01157,-0.02715,0.03093,0.01932,-0.02351,-0.08911,0.04666,0.3857,0.07908,0.01157,0.44107,-0.03739,0.0479,0.05785,-0.01461,-0.00301,-0.0122
PP_539,0.34745,-0.09948,-0.06016,-0.04367,0.10459,-0.03145,0.37398,0.00323,0.07253,0.00419,0.22681,0.11911,0.00101,0.09803,0.09188,0.30553,0.09936,0.13721,-0.01835,-0.0112,-0.02703,0.03134,0.02008,-0.02325,-0.08824,0.04723,0.38548,0.07973,0.01242,0.44147,-0.03647,0.04789,0.05779,-0.01371,-0.00178,-0.01124
PP_543,0.03315,0.10256,-0.08377,0.09193,-0.02131,-0.03636,0.10984,-0.07268,-0.09477,-0.00147,-0.21673,-0.08148,0.07518,0.16891,-0.10099,-0.12097,-0.01559,-0.1068,-0.02026,-0.0474,-0.07194,0.03895,0.02231,-0.0431,-0.00147,0.09444,-0.06067,-0.00426,-0.14749,0.09554,0.16075,-0.00513,-0.07784,0.04053,-0.09111,0.04865
PP_549,0.35315,-0.21059,0.47833,0.05162,0.39983,-0.0934,0.21389,0.48503,0.08652,0.05494,0.28097,0.21069,-0.17445,0.00328,0.23016,0.36672,0.18015,0.30991,0.05717,0.21321,0.08614,0.2528,0.1129,0.07223,0.09312,0.05956,0.37476,0.02362,0.20707,0.2871,0.13292,0.37517,0.25033,0.12727,0.20338,-0.1434
PP_550,0.21894,-0.17949,0.35963,0.10577,0.2194,-0.00089,0.1264,0.34754,0.05967,-0.06349,0.06546,0.04943,-0.31379,-0.15474,-0.02973,0.15101,-0.06788,0.29724,0.1241,0.15855,0.06386,-0.01315,-0.11482,0.18565,0.0192,-0.08062,0.28533,-0.13119,-0.00107,0.19561,0.08442,0.16116,0.04151,0.03344,-0.10578,-0.2717
PP_551,-0.00439,0.0851,-0.01289,0.13424,-0.00768,0.10003,0.03446,-0.02888,0.10338,-0.02079,-0.01719,0.04994,0.01903,-0.02648,-0.05853,-0.04636,0.05184,0.04571,0.12179,0.13683,0.10808,0.05806,0.03177,0.12724,0.10163,0.02138,0.06002,0.00307,0.03256,0.02201,0.0055,-0.04247,-0.05384,0.00586,-0.09166,0.02381
PP_552,0.18255,0.00123,0.09888,-0.04207,0.10844,-0.14099,0.01866,0.09482,-0.02332,-0.05014,0.15524,0.16698,-0.04394,0.17346,0.15112,0.16672,0.21625,0.06264,-0.09367,-0.00037,0.02732,0.16918,0.22763,-0.12746,0.05712,0.03783,0.1078,0.25657,0.08436,0.10682,0.0906,0.12062,0.17362,0.1281,0.33114,0.11959
PP_553,0.02966,-0.21489,0.14464,-0.20742,0.22989,-0.04932,-0.02356,0.15812,-0.07045,0.13233,0.11383,0.07526,-0.18653,0.11827,-0.01333,0.08949,0.02609,-0.07571,-0.09437,-0.01347,0.07284,0.08981,0.05245,-0.18413,-0.05282,0.09284,-0.0059,-0.0698,0.05647,0.00246,-0.09687,0.1194,0.22691,0.15517,-0.0141,-0.07034
PP_554,-0.03058,0.12239,-0.06346,0.03535,-0.10397,-0.0397,-0.0278,-0.06061,-0.00454,-0.07672,-0.02179,-0.07552,0.06255,0.0516,-0.03098,-0.03226,-0.07846,-0.03574,-0.08689,-0.11993,-0.0997,-0.10307,-0.05229,-0.00232,-0.04187,-0.14242,0.01308,-0.06425,-0.1726,0.00706,0.06531,-0.08663,-0.00577,0.02682,-0.01679,-0.07732
PP_555,-0.27004,0.22146,-0.32086,0.01921,-0.21974,0.09066,-0.15548,-0.30547,0.02688,0.06275,-0.16221,-0.14936,0.19806,0.06989,-0.05845,-0.25655,-0.04596,-0.2783,-0.02256,-0.13244,-0.01829,-0.08322,-0.01378,-0.05785,0.05256,0.07889,-0.27912,0.07141,-0.0087,-0.2829,-0.10176,-0.2923,-0.12598,-0.02894,-0.06541,0.1807
PP_557,0.20417,-0.22505,0.24963,-0.029,0.27706,-0.11027,0.09752,0.25513,-0.04807,0.03657,0.11586,0.11912,-0.18226,0.01326,0.10437,0.22827,0.02356,0.19171,-0.00601,0.11392,0.03204,0.09896,0.02083,-0.00505,0.03959,-0.01867,0.22991,-0.07268,0.04795,0.17683,0.03391,0.26415,0.13754,0.0671,0.01682,-0.11423
PP_560,-0.03058,0.12239,-0.06346,0.03535,-0.10397,-0.0397,-0.0278,-0.06061,-0.00454,-0.07672,-0.02179,-0.07552,0.06255,0.0516,-0.03098,-0.03226,-0.07846,-0.03574,-0.08689,-0.11993,-0.0997,-0.10307,-0.05229,-0.00232,-0.04187,-0.14242,0.01308,-0.06425,-0.1726,0.00706,0.06531,-0.08663,-0.00577,0.02682,-0.01679,-0.0773
PP_561,-0.03058,0.12239,-0.06346,0.03535,-0.10397,-0.0397,-0.0278,-0.06061,-0.00454,-0.07672,-0.02179,-0.07552,0.06255,0.0516,-0.03098,-0.03226,-0.07846,-0.03574,-0.08689,-0.11993,-0.0997,-0.10307,-0.05229,-0.00232,-0.04187,-0.14242,0.01308,-0.06425,-0.1726,0.00706,0.06531,-0.08663,-0.00577,0.02682,-0.01679,-0.07732
PP_563,-0.163,0.06648,-0.39362,0.01893,-0.16031,-0.05614,-0.1512,-0.40372,0.01142,-0.10526,-0.1548,-0.08513,0.05705,0.03407,-0.03413,-0.25684,-0.06244,-0.11957,-0.01154,-0.1192,-0.0531,0.01289,0.02727,-0.03671,0.04469,-0.00899,-0.21638,0.14076,-0.01907,-0.24184,0.05336,-0.17073,-0.19239,-0.07408,0.07731,0.1854
PP_564,-0.20639,0.01118,-0.38884,-0.0474,-0.14155,-0.05356,-0.17704,-0.40427,-0.01739,-0.09977,-0.19088,-0.13536,-0.00285,0.02311,-0.09472,-0.2812,-0.10461,-0.18993,-0.02257,-0.15267,-0.05936,-0.01906,-0.02073,-0.06783,-0.02648,-0.01125,-0.27801,0.06981,-0.02927,-0.28278,-0.00046,-0.18965,-0.15344,-0.04254,-0.01321,0.11974
PP_565,-0.15671,0.07608,-0.39458,0.0277,-0.15919,-0.06201,-0.1636,-0.40693,0.00314,-0.10428,-0.14518,-0.07939,0.06749,0.05998,-0.02776,-0.25835,-0.05333,-0.11629,-0.00966,-0.1137,-0.04889,0.01712,0.03919,-0.03995,0.05866,-0.01357,-0.21957,0.14838,-0.01921,-0.24471,0.06138,-0.16129,-0.18648,-0.06937,0.08795,0.18763
