,uPPc_1,uPPc_2,uPPc_3,uPPc_4,uPPc_5,uPPc_6,uPPc_7,uPPc_8,uPPc_9,uPPc_10,uPPc_11,uPPc_12,uPPc_13,uPPc_14,uPPc_15,uPPc_16,uPPc_17,uPPc_18,uPPc_19,uPPc_20,uPPc_21,uPPc_22,uPPc_23,uPPc_24,uPPc_25,uPPc_26,uPPc_27,uPPc_28,uPPc_29,uPPc_33,uPPc_34,uPPc_35,uPPc_36,uPPc_37,uPPc_38,uPPc_39
PP_132,0.17595,0.27137,0.00083,0.14648,0.03178,0.02541,0.00818,0.00191,0.14801,0.01764,0.1939,0.15561,0.23472,0.20461,0.23393,0.14304,0.29829,0.10422,0.08282,0.08551,0.19037,0.28398,0.32704,0.10408,0.15817,0.07411,0.10041,0.47598,0.21562,0.10566,0.17135,0.07058,0.02837,0.01021,0.50762,0.40419
PP_133,0.07842,-0.02858,0.22829,-0.03495,0.22398,-0.03392,-0.05562,0.22332,0.06322,0.08436,0.18979,0.10265,-0.04039,0.11343,0.09759,0.1494,0.12432,0.03139,-0.0518,0.1079,0.13958,0.26572,0.16997,-0.02807,0.04171,0.08836,0.0435,0.10024,0.16836,0.04266,0.03046,0.24749,0.19629,0.08826,0.3236,0.03564
PP_134,-0.0808,-0.04232,0.00383,-0.08343,0.026,-0.02764,-0.02258,0.0008,-0.08916,0.07067,-0.0249,-0.00837,-0.10774,0.00096,-0.06993,-0.07078,-0.0266,-0.11129,-0.10112,-0.0433,-0.02479,-0.03485,-0.05447,-0.12964,0.00111,0.03645,-0.05321,-0.04098,-0.03189,-0.04863,-0.10569,-0.07967,0.05173,0.03601,-0.11694,-0.05572
PP_136,0.08268,0.03264,0.19599,-0.0078,0.22049,-0.03031,-0.05394,0.19681,0.10115,0.07246,0.2,0.14394,0.02827,0.10263,0.15189,0.13786,0.16821,0.03883,-0.01889,0.10268,0.1521,0.2642,0.20207,-0.00868,0.06114,0.09752,0.06664,0.16755,0.17986,0.05374,0.04403,0.24097,0.19757,0.08963,0.36426,0.09608
PP_137,0.0622,-0.07295,0.24262,-0.05504,0.25473,-0.00549,-0.07014,0.24777,0.06586,0.1096,0.16242,0.11148,-0.07734,0.07502,0.08528,0.13052,0.1224,0.04092,-0.05302,0.10997,0.15169,0.24142,0.14939,-0.01755,0.03016,0.11855,0.03173,0.04934,0.18442,0.01853,0.03155,0.29455,0.2262,0.11221,0.26488,-0.01473
PP_139,0.13892,-0.24559,0.14464,-0.13801,0.17818,-0.1016,0.00058,0.11689,-0.0987,-0.06754,0.06681,0.05667,-0.29322,0.00896,-0.02271,0.08108,-0.01391,0.11482,-0.09405,0.02202,-0.02444,0.11017,0.00068,-0.09863,-0.07829,-0.06907,0.04714,-0.13518,-0.0201,0.03041,0.06332,0.21892,0.12916,0.0757,0.03555,-0.1956
PP_149,0.01641,0.34263,-0.14254,0.21509,-0.09154,0.08733,-0.05031,-0.13019,0.21355,0.01355,0.07162,0.12055,0.29609,0.1385,0.1734,-0.02752,0.18985,0.02242,0.13112,0.10267,0.18484,0.21018,0.2475,0.16261,0.18824,0.05924,0.00981,0.38414,0.15867,0.00283,0.13996,-0.02649,-0.10815,-0.08617,0.42016,0.36869
PP_151,0.12305,0.23057,-0.03543,0.16437,-0.00766,0.07824,0.00785,-0.03218,0.15771,0.07077,0.17925,0.16141,0.17061,0.23906,0.14931,0.10345,0.28087,0.09155,0.0671,0.16372,0.20466,0.3011,0.31486,0.09041,0.17321,0.10379,0.06313,0.35158,0.22195,0.05843,0.08275,0.03859,0.00273,0.02323,0.41677,0.342
PP_154,0.13877,0.44461,-0.07791,0.2122,-0.06837,0.04175,0.02936,-0.04066,0.15274,0.00204,0.17171,0.12041,0.46155,0.16222,0.31164,0.12691,0.33748,0.04556,0.08623,0.04568,0.11327,0.21578,0.35998,0.10897,0.16877,0.10064,0.10418,0.56299,0.18637,0.12056,0.09946,-0.00167,0.01291,-0.02963,0.47474,0.5333
PP_155,0.14408,0.37968,-0.00672,0.17253,0.00375,0.03775,-0.0127,0.00843,0.14628,0.05141,0.18565,0.12238,0.37506,0.17671,0.27929,0.12372,0.34262,0.04001,0.06174,0.06038,0.16442,0.26897,0.37854,0.06205,0.15343,0.12319,0.07894,0.53379,0.23399,0.09502,0.08392,0.06719,0.06648,0.00857,0.55284,0.49943
PP_156,-0.1186,0.21948,-0.27855,0.1964,-0.19653,0.07489,-0.06209,-0.28897,0.13122,-0.05134,-0.09005,0.02804,0.16004,0.0461,-0.02865,-0.18364,0.05551,-0.07984,0.13959,0.053,0.06911,0.00578,0.06494,0.15943,0.14485,-0.01855,-0.08818,0.12123,0.0106,-0.11278,0.02929,-0.19426,-0.18288,-0.10663,0.0057,0.20252
PP_158,-0.09071,0.28294,-0.21047,0.21521,-0.15444,0.11025,-0.07597,-0.20893,0.1873,0.03174,-0.01233,0.05846,0.22525,0.1042,0.04176,-0.12871,0.13036,-0.04391,0.12832,0.10152,0.15617,0.13771,0.17882,0.15122,0.17292,0.05851,-0.06702,0.2153,0.12102,-0.08729,0.04936,-0.1244,-0.14278,-0.07948,0.21946,0.2804
PP_159,0.12841,0.06841,0.21923,0.01832,0.2365,-0.02164,-0.00778,0.23163,0.11222,0.10704,0.24975,0.16225,0.10824,0.12159,0.2447,0.19715,0.21778,0.09462,-0.00499,0.1127,0.17482,0.28136,0.23478,0.0152,0.10131,0.11615,0.13259,0.18014,0.20943,0.10305,0.03103,0.25301,0.22995,0.08392,0.36622,0.10646
PP_160,-0.00714,0.3179,-0.21927,0.21636,-0.15579,0.08828,-0.03563,-0.21379,0.15714,0.00729,0.0267,0.07663,0.25624,0.13503,0.09084,-0.06273,0.18998,0.0188,0.10126,0.07926,0.15053,0.18294,0.22923,0.11394,0.16867,0.04895,-0.03773,0.32946,0.12211,-0.03388,0.09039,-0.11393,-0.15795,-0.07337,0.30178,0.3575
PP_161,0.20312,-0.07728,0.32507,0.02819,0.23373,-0.00009,0.18385,0.34558,0.04221,0.14479,0.25037,0.1126,0.04108,-0.09493,0.24745,0.34949,0.10002,0.25144,0.06518,0.16871,0.07321,0.0369,0.00916,0.08439,0.03815,0.04425,0.34551,-0.13845,0.1484,0.23617,-0.09999,0.22593,0.20453,0.08222,0.01146,-0.19805
PP_162,-0.03705,0.19232,-0.2111,0.20266,-0.13996,0.02968,-0.03695,-0.24014,0.11728,-0.07487,-0.02818,0.07309,0.13545,0.05861,0.00319,-0.13036,0.07904,-0.05532,0.13962,0.04938,0.07704,0.02928,0.08779,0.14531,0.15653,-0.0274,-0.04576,0.18477,0.02132,-0.04967,0.08511,-0.13773,-0.1369,-0.08473,0.07765,0.2118
PP_163,0.15731,0.4413,-0.10063,0.18448,-0.07293,0.00915,0.03276,-0.07313,0.13059,-0.01857,0.15285,0.11217,0.42889,0.17135,0.2548,0.12075,0.32189,0.01388,0.04791,0.02059,0.09166,0.20299,0.32278,0.05367,0.12198,0.09655,0.07233,0.56594,0.16057,0.09739,0.05115,-0.02511,-0.02034,-0.06303,0.40228,0.52693
PP_165,0.20284,-0.07709,0.32499,0.02776,0.23303,0,0.18393,0.34543,0.0417,0.14457,0.25032,0.11211,0.04055,-0.09556,0.24683,0.34946,0.0996,0.25113,0.06465,0.16837,0.07258,0.03663,0.00876,0.08388,0.03754,0.04398,0.34511,-0.13883,0.14795,0.23609,-0.10044,0.22553,0.20412,0.08177,0.01101,-0.19811
PP_166,0.20036,-0.08165,0.32423,0.02318,0.23538,-0.00204,0.17944,0.34457,0.04079,0.14195,0.24828,0.11237,0.03862,-0.09533,0.24539,0.34794,0.09705,0.25093,0.06672,0.16894,0.07456,0.03551,0.00776,0.08532,0.03562,0.04207,0.34445,-0.13909,0.14702,0.23309,-0.10214,0.22615,0.20412,0.08128,0.01061,-0.2002
PP_167,0.20298,-0.07703,0.3248,0.02788,0.2333,-0.00006,0.18394,0.34529,0.04177,0.14452,0.25019,0.11237,0.04056,-0.09563,0.24692,0.34947,0.09976,0.25118,0.06486,0.16838,0.07275,0.03643,0.00875,0.08401,0.03769,0.04394,0.34524,-0.13876,0.14803,0.2361,-0.10033,0.22561,0.20417,0.08195,0.011,-0.1982
PP_168,0.13176,-0.24325,0.14215,-0.13947,0.17126,-0.09775,-0.00412,0.11438,-0.0942,-0.0633,0.06512,0.05525,-0.2908,0.01911,-0.02278,0.07765,-0.01509,0.10926,-0.09203,0.02526,-0.02134,0.11041,0.00082,-0.09477,-0.07621,-0.06531,0.04549,-0.13557,-0.01197,0.02564,0.05293,0.21065,0.13261,0.0755,0.03547,-0.19306
PP_172,0.11002,0.10487,-0.10132,0.13737,-0.03295,0.03362,0.0279,-0.13119,0.07642,-0.06741,0.08155,0.10471,0.02961,0.12566,0.05031,0.01714,0.15242,0.08735,0.04975,0.08649,0.08276,0.19769,0.16134,0.05817,0.12405,-0.01861,0.04196,0.20117,0.06929,0.03139,0.10055,-0.00533,-0.07189,-0.02338,0.19445,0.17086
PP_174,0.11701,0.06016,-0.08048,0.11245,-0.01065,0.01909,0.02613,-0.11528,0.06066,-0.07842,0.08191,0.09464,-0.0156,0.11158,0.04148,0.01674,0.13038,0.09116,0.03606,0.07871,0.06979,0.19502,0.13787,0.04173,0.11025,-0.02901,0.04709,0.16788,0.0602,0.03081,0.10036,0.01492,-0.0562,-0.02175,0.18145,0.1256
PP_176,0.10832,0.10386,-0.10429,0.15952,-0.03137,0.02477,0.04336,-0.13906,0.07987,-0.08062,0.0716,0.10063,0.02708,0.09746,0.02628,0.00867,0.13991,0.09135,0.06316,0.08111,0.07525,0.17624,0.1322,0.07256,0.13822,-0.02863,0.0481,0.19411,0.04665,0.03152,0.11876,-0.01558,-0.099,-0.02967,0.15553,0.15363
PP_180,0.08419,0.15311,-0.13939,0.19109,-0.06431,0.0355,0.04556,-0.17027,0.09268,-0.07741,0.05913,0.09609,0.07342,0.09476,0.01353,-0.00899,0.1408,0.07517,0.07631,0.07705,0.07353,0.15259,0.12658,0.09109,0.15505,-0.02135,0.03698,0.21502,0.03636,0.01857,0.10725,-0.05835,-0.12468,-0.04046,0.1347,0.18817
PP_184,0.11512,0.10337,-0.09056,0.17757,-0.01845,0.01634,0.04972,-0.13552,0.08928,-0.09406,0.06659,0.09186,0.02104,0.06674,0.00705,-0.00192,0.12354,0.08816,0.08683,0.06122,0.07859,0.15329,0.10207,0.09745,0.14821,-0.02875,0.06581,0.21354,0.03065,0.03436,0.13144,-0.03182,-0.10867,-0.03102,0.14053,0.14463
PP_192,0.07172,0.03552,0.15738,0.00123,0.18096,0.04816,-0.08326,0.16612,0.12789,0.18625,0.22566,0.16609,0.06864,0.21878,0.15768,0.06147,0.19562,0.06348,-0.03638,0.14199,0.23693,0.31398,0.25138,-0.02211,0.10019,0.16912,0.00295,0.15971,0.26032,0.00097,0.09104,0.21385,0.15789,0.05241,0.3788,0.09767
PP_193,0.0717,0.03504,0.15675,0.00076,0.18109,0.04843,-0.08324,0.16578,0.12779,0.18611,0.22575,0.16634,0.06854,0.21883,0.1575,0.06166,0.19577,0.0633,-0.03646,0.14184,0.23646,0.31378,0.2513,-0.02201,0.09991,0.16884,0.00284,0.15952,0.26059,0.00074,0.09057,0.21407,0.15823,0.05278,0.37897,0.09734
PP_194,0.07172,0.03552,0.15738,0.00123,0.18096,0.04816,-0.08326,0.16612,0.12789,0.18625,0.22566,0.16609,0.06864,0.21878,0.15768,0.06147,0.19562,0.06348,-0.03638,0.14199,0.23693,0.31398,0.25138,-0.02211,0.10019,0.16912,0.00295,0.15971,0.26032,0.00097,0.09104,0.21385,0.15789,0.05241,0.3788,0.09767
PP_195,0.07172,0.03552,0.15738,0.00123,0.18096,0.04816,-0.08326,0.16612,0.12789,0.18625,0.22566,0.16609,0.06864,0.21878,0.15768,0.06147,0.19562,0.06348,-0.03638,0.14199,0.23693,0.31398,0.25138,-0.02211,0.10019,0.16912,0.00295,0.15971,0.26032,0.00097,0.09104,0.21385,0.15789,0.05241,0.3788,0.0976
PP_199,-0.02548,0.11533,-0.04307,0.06744,-0.01157,0.06899,0.01792,-0.03585,0.18727,-0.01905,-0.02892,0.04459,0.03815,0.02679,0.02509,-0.02404,0.0727,-0.06643,0.23621,-0.03624,0.13515,-0.12196,-0.07835,0.17419,0.0464,-0.03761,0.04955,-0.00595,-0.03611,-0.0127,-0.1055,-0.12323,0.02302,0.00463,-0.05811,-0.0104
PP_200,-0.01459,-0.10703,0.17116,-0.04777,0.12924,-0.00303,0.02624,0.19083,0.08013,0.03972,-0.01816,0.0233,-0.16705,-0.04855,-0.0052,0.0252,-0.0173,-0.03745,0.10481,0.06389,0.1301,-0.04018,-0.08229,0.09959,-0.0592,-0.00241,0.04616,-0.1786,0.04945,0.00883,-0.1211,0.03037,0.20483,0.15265,-0.14837,-0.19695
PP_201,0.10229,-0.03853,0.03965,0.00878,-0.05208,0.00028,0.00658,0.03894,0.09925,0.00583,0.0454,0.01061,-0.09918,0.01811,0.02652,0.0156,0.0288,-0.05443,0.01032,-0.0132,0.06199,0.092,0.08275,0.0152,0.02039,0.02794,0.02204,0.10761,0.07493,0.03828,0.04446,-0.01887,0.07226,-0.00724,0.11687,0.0518
PP_204,0.09128,-0.01763,0.10844,0.01965,0.14222,0.01261,0.07666,0.12474,0.1537,-0.00419,0.05885,0.10106,-0.0968,0.00145,0.05797,0.09674,0.07946,0.0303,0.19769,0.01409,0.15892,-0.04045,-0.0659,0.15759,0.01285,-0.02289,0.15165,-0.04907,0.01629,0.07787,-0.07677,0.04225,0.14366,0.06636,-0.04529,-0.11989
PP_206,0.13564,0.31398,-0.05443,0.11892,0.01762,-0.00337,0.02763,-0.0445,0.09163,0.01822,0.13316,0.0998,0.29905,0.15212,0.22264,0.12028,0.29641,0.02686,0.07676,-0.01594,0.08754,0.16031,0.30449,0.04061,0.09421,0.06874,0.06156,0.44416,0.15135,0.08948,-0.0338,0.02384,0.06966,0.04095,0.33664,0.40952
PP_207,-0.30476,0.23889,-0.33272,0.10458,-0.31685,0.12115,-0.1355,-0.31302,0.05941,-0.06052,-0.30984,-0.13639,0.20006,-0.12271,-0.09981,-0.34497,-0.08578,-0.16442,0.09572,-0.10558,-0.00619,-0.20599,-0.13561,0.0926,0.03536,-0.08528,-0.18814,-0.03463,-0.09197,-0.22647,-0.0739,-0.30433,-0.23666,-0.12929,-0.23082,0.07998
PP_209,0.14305,0.1466,-0.00561,0.07309,0.11084,-0.04484,0.03614,0.00044,0.06903,-0.03544,0.09605,0.15461,0.11464,0.06117,0.16455,0.12271,0.19475,0.07992,0.11814,-0.05077,0.09753,0.08654,0.15421,0.09448,0.04881,-0.01544,0.12495,0.23788,0.06134,0.08905,-0.00229,0.11407,0.11381,0.03438,0.19338,0.155
PP_212,0.05795,0.03416,0.04079,0.03991,0.09678,0.02975,0.05914,0.05193,0.1647,-0.0149,0.02991,0.08379,-0.04292,0.00042,0.04821,0.05769,0.07873,0.00548,0.21202,-0.01047,0.15145,-0.06409,-0.07059,0.16262,0.02525,-0.02666,0.11923,-0.01932,-0.00461,0.04832,-0.07503,-0.00354,0.09538,0.03414,-0.03345,-0.07058
PP_214,-0.04249,-0.06153,0.13642,-0.05959,0.09664,0.00437,-0.03282,0.15567,0.05609,0.05565,-0.01924,-0.02218,-0.11709,-0.03979,-0.04012,-0.00506,-0.00027,-0.05805,0.03405,0.03596,0.10461,-0.00485,-0.03543,0.04071,-0.08592,0.01808,-0.01139,-0.14819,0.05085,-0.02407,-0.15327,0.00531,0.20641,0.16228,-0.1393,-0.1564
PP_215,0.05078,0.04839,-0.00105,0.03351,0.07286,0.02585,0.03045,0.00832,0.12157,-0.02932,0.02763,0.07641,-0.02705,-0.00893,0.02629,0.04179,0.07672,-0.0008,0.17544,-0.04285,0.1218,-0.054,-0.04274,0.12516,0.00637,-0.03837,0.09254,-0.00755,-0.02337,0.03146,-0.06694,-0.00448,0.07189,0.01261,0.00313,-0.0421
PP_217,0.11427,0.1363,-0.11237,0.07381,0.11131,-0.00081,0.04688,-0.15514,0.11254,0.01006,0.07106,0.14077,0.09318,0.07739,0.08193,0.02331,0.09713,0.07528,0.14092,-0.04924,0.10921,0.00925,0.06555,0.11743,0.05576,0.00009,0.05441,0.1576,-0.01585,0.03554,0.03147,0.06884,0.03088,-0.01192,0.07551,0.0987
PP_218,0.14865,0.01996,0.02551,-0.03078,0.03282,-0.03857,0.08477,0.04761,-0.00668,0.11335,0.22632,0.12668,0.18599,0.01189,0.31648,0.23383,0.10232,0.15538,0.00018,0.06234,-0.00773,0.05866,0.10353,0.03674,0.055,0.03425,0.24324,-0.00539,0.0986,0.13817,-0.0788,0.05843,0.09484,-0.04661,0.07577,-0.0034
PP_219,0.13717,0.02665,0.00539,-0.03369,0.01642,-0.05732,0.07422,0.03597,0.0101,0.10648,0.22222,0.14287,0.19379,0.04005,0.31599,0.20815,0.1131,0.13402,-0.00663,0.05416,-0.01077,0.07806,0.12413,0.02167,0.05711,0.03405,0.23256,0.0111,0.0899,0.12697,-0.07891,0.03472,0.08461,-0.03883,0.08406,0.0069
PP_220,0.14336,0.03402,0.02289,-0.02179,0.02109,-0.04952,0.08133,0.04725,0.01244,0.1065,0.22405,0.14444,0.19782,0.01739,0.32584,0.21594,0.10755,0.14877,0.00161,0.05848,-0.01111,0.07406,0.116,0.03615,0.06248,0.03442,0.24685,0.00822,0.09172,0.13881,-0.07101,0.04232,0.0788,-0.0453,0.08622,0.00521
PP_221,0.14428,0.02718,0.13607,0.04987,0.13505,-0.04576,0.12855,0.19437,0.05865,0.09477,0.20838,0.12673,0.17028,0.00344,0.28825,0.26376,0.13286,0.17791,0.05598,0.10384,0.04025,0.03371,0.0771,0.06692,0.07236,0.03766,0.29076,-0.03737,0.12423,0.17069,-0.09714,0.11707,0.1307,0.04073,0.05278,-0.0679
PP_222,0.16873,0.35631,-0.04294,0.1738,-0.00061,0.04897,0.04076,-0.02203,0.16719,0.03585,0.11495,0.09497,0.3722,0.11003,0.239,0.09137,0.27057,0.04271,0.11696,0.03656,0.15126,0.18935,0.26023,0.11121,0.10404,0.10633,0.08852,0.53236,0.16741,0.1028,0.03163,-0.00415,0.03029,-0.00504,0.37917,0.48494
PP_230,-0.24761,0.25156,-0.27716,0.04449,-0.19233,0.11343,-0.14198,-0.24139,0.02508,0.04013,-0.18769,-0.11824,0.27558,-0.05027,-0.01004,-0.2123,-0.04723,-0.15893,0.06209,-0.09097,0.05387,-0.15429,-0.06227,0.05281,-0.009,0.04504,-0.16667,-0.03297,-0.03325,-0.18202,-0.08559,-0.21347,-0.09292,-0.04218,-0.14955,0.10425
PP_231,0.0959,0.19148,-0.00816,0.27428,-0.01351,0.05088,0.11921,-0.03833,0.14925,-0.13581,-0.02887,0.10547,0.12102,-0.06157,0.15606,0.01463,0.08607,0.18687,0.1367,0.03241,0.01907,0.08482,0.03407,0.18948,0.20883,-0.01306,0.16377,0.19283,0.03382,0.07269,0.20492,0.06574,-0.19714,-0.10378,0.1604,0.1795
PP_232,0.09285,0.17742,-0.00343,0.27093,-0.01198,0.0461,0.1181,-0.03418,0.14073,-0.13196,-0.03652,0.09626,0.11178,-0.06632,0.14845,0.0094,0.07327,0.19038,0.13272,0.03085,0.0146,0.07823,0.02171,0.18423,0.20722,-0.02074,0.16074,0.17712,0.02313,0.06739,0.20557,0.06601,-0.19686,-0.09807,0.14438,0.16531
PP_233,0.00583,0.07829,-0.00024,0.05388,0.03369,0.05098,0.0362,0.00856,0.18238,-0.01589,-0.00469,0.06196,0.00315,0.01376,0.03692,0.01145,0.07748,-0.03893,0.23146,-0.02476,0.14277,-0.10536,-0.0772,0.17314,0.03699,-0.03591,0.07941,-0.02,-0.02566,0.01372,-0.09854,-0.08153,0.05378,0.02117,-0.05727,-0.04339
PP_237,-0.08027,-0.04242,0.00395,-0.08313,0.02602,-0.0279,-0.02225,0.00085,-0.08913,0.07055,-0.02441,-0.00817,-0.10786,0.00136,-0.06977,-0.07037,-0.0262,-0.11103,-0.10127,-0.04294,-0.02482,-0.03433,-0.05421,-0.12966,0.00143,0.03626,-0.05281,-0.04072,-0.03193,-0.04819,-0.10581,-0.07942,0.05164,0.03633,-0.11684,-0.05553
PP_239,-0.22271,-0.04283,-0.07091,-0.12953,-0.08094,0.01601,-0.08381,-0.06509,-0.07464,0.08008,-0.15567,-0.15419,-0.07528,0.02845,-0.14215,-0.18702,-0.11923,-0.22926,-0.07051,-0.08282,-0.05468,-0.14685,-0.12977,-0.1155,-0.075,0.01342,-0.18665,-0.13867,-0.08635,-0.15766,-0.18365,-0.21385,0.04394,0.08858,-0.22015,-0.07887
PP_240,-0.054,0.01164,0.03123,0.03202,0.02421,0.05061,0.07094,0.07759,-0.0138,-0.00052,-0.00735,-0.00138,-0.11113,-0.07465,-0.16114,-0.02381,-0.05661,-0.11944,-0.04219,0.02032,0.02428,-0.06534,-0.1127,-0.05064,0.00973,0.02759,-0.0171,-0.16124,0.02162,-0.01362,0.03045,-0.01128,0.04724,0.10386,-0.08606,-0.1429
PP_243,-0.27813,-0.14492,-0.19955,-0.26167,0.02271,-0.16708,-0.11649,-0.15604,-0.04591,0.10705,-0.14183,-0.1402,-0.10772,-0.06271,-0.25672,-0.1845,-0.12213,-0.27571,-0.09313,-0.08441,-0.08381,0.01633,-0.08486,-0.10038,-0.18433,0.03021,-0.24474,-0.24885,-0.11246,-0.27372,-0.23888,-0.12145,0.0067,0.09818,-0.17742,-0.16476
PP_244,0.13807,0.15113,-0.03727,0.11338,0.09607,0.13125,0.08824,-0.03781,0.19165,0.11343,0.00968,0.07536,0.18519,0.02252,0.11356,-0.01348,0.13002,0.10943,0.22626,0.07226,0.26106,0.06426,0.03399,0.19334,0.1087,0.12549,0.12633,0.28,0.12228,0.06834,0.09123,-0.01819,0.04053,0.03024,0.09362,0.2181
PP_245,-0.18943,0.15979,-0.01764,0.06874,0.00263,0.09268,-0.15975,-0.01806,0.05609,0.06028,-0.11455,-0.17611,0.06363,0.02152,0.0245,-0.24089,-0.04,-0.1661,0.14121,0.0652,-0.01233,-0.08057,-0.15395,-0.03503,0.03596,0.02109,-0.13128,-0.2459,0.10334,-0.21748,-0.00506,-0.09259,0.07978,0.21173,-0.08857,-0.1333
PP_246,-0.29261,0.31738,-0.42813,0.09334,-0.32398,0.13298,-0.16298,-0.43849,0.01832,-0.03245,-0.25128,-0.16102,0.25868,-0.01946,-0.16107,-0.38171,-0.08914,-0.24206,0.01622,-0.14228,0.00599,-0.16763,-0.08041,-0.00098,0.04929,0.03805,-0.31597,0.06152,-0.09404,-0.2707,-0.01791,-0.33616,-0.23193,-0.10052,-0.07895,0.2143
PP_248,-0.18983,0.16017,-0.01753,0.06814,0.00328,0.09253,-0.16019,-0.01781,0.05646,0.05913,-0.1141,-0.17542,0.06398,0.02224,0.02473,-0.24104,-0.03975,-0.16615,0.14202,0.06389,-0.01229,-0.08083,-0.1537,-0.03415,0.0352,0.02026,-0.13077,-0.24515,0.10291,-0.21791,-0.00488,-0.09188,0.08033,0.21177,-0.088,-0.13288
PP_251,-0.02941,-0.20339,0.19895,-0.19943,0.14991,-0.02677,0.0029,0.21573,-0.07574,0.15555,0.04602,-0.10123,-0.20849,-0.00634,-0.14733,0.02599,-0.07105,-0.11471,-0.06245,0.00664,0.07275,-0.01032,-0.08439,-0.15993,-0.1367,0.07639,-0.03401,-0.24297,0.04394,-0.02684,-0.17155,0.04577,0.28347,0.26536,-0.17106,-0.2625
PP_254,-0.22618,-0.04337,-0.07155,-0.13109,-0.08722,0.01644,-0.08582,-0.06564,-0.07288,0.07993,-0.161,-0.15669,-0.07422,0.02716,-0.14554,-0.19036,-0.12108,-0.23048,-0.06926,-0.08298,-0.05444,-0.15044,-0.12982,-0.1121,-0.07952,0.01212,-0.18973,-0.14165,-0.08893,-0.16007,-0.18897,-0.22023,0.04624,0.08635,-0.22435,-0.07761
PP_255,-0.18281,0.34582,-0.37248,0.14647,-0.29716,0.11449,-0.08016,-0.38373,0.04432,-0.04411,-0.16769,-0.07022,0.28114,0.06456,-0.07245,-0.2826,-0.01452,-0.18581,0.02526,-0.12847,0.02679,-0.09067,-0.00631,0.01151,0.10412,0.03061,-0.20182,0.11345,-0.06309,-0.15782,0.01079,-0.29139,-0.22146,-0.10928,0.00693,0.25931
PP_257,-0.08371,-0.05271,0.11542,-0.04902,0.05686,-0.00471,-0.06243,0.131,0.04697,0.02862,-0.05188,-0.03416,-0.09482,-0.05688,-0.04562,-0.03938,-0.02087,-0.0695,0.02367,0.04067,0.1136,-0.0003,-0.03992,0.04673,-0.07712,0.01291,-0.03525,-0.13614,0.05023,-0.04904,-0.11117,-0.0203,0.17812,0.12818,-0.12462,-0.1363
PP_271,0.09919,0.27638,-0.04213,0.17578,-0.00704,0.00455,0.08439,-0.07877,-0.01004,0.13854,0.0302,-0.07052,0.1583,0.08997,0.06044,-0.05422,0.08186,-0.0139,-0.03219,-0.02988,0.05324,0.12943,0.19747,-0.06067,0.0771,0.04618,-0.06533,0.15049,0.06153,0.03528,0.12828,-0.04664,0.02846,0.05695,0.16547,0.212
PP_273,-0.08379,-0.05262,0.11529,-0.04896,0.05678,-0.00485,-0.0625,0.13091,0.04687,0.02847,-0.05197,-0.03419,-0.09488,-0.05689,-0.04573,-0.03955,-0.02086,-0.06958,0.0235,0.04048,0.11355,-0.00027,-0.03987,0.04662,-0.07714,0.0131,-0.03543,-0.13614,0.05008,-0.04914,-0.11111,-0.02026,0.17813,0.12824,-0.1246,-0.1364
PP_277,0.02697,0.2877,-0.12361,0.17027,-0.06002,-0.00665,0.04539,-0.16885,-0.01001,0.07284,-0.04102,-0.10228,0.18502,0.05702,0.03765,-0.13064,0.07883,-0.05323,-0.04843,-0.0694,0.01825,0.10053,0.16653,-0.05745,0.06757,0.04004,-0.13101,0.16073,0.00991,-0.02505,0.12239,-0.1261,-0.06098,-0.03335,0.16959,0.244
PP_281,0.10996,-0.03782,0.11698,0.01248,0.16453,-0.00649,0.08714,0.12724,0.14337,-0.01609,0.06881,0.11428,-0.11431,-0.00122,0.0598,0.10797,0.08489,0.0462,0.18688,0.00834,0.14832,-0.02812,-0.05727,0.14393,0.00613,-0.03225,0.161,-0.04435,0.00854,0.09388,-0.05349,0.06328,0.1493,0.06864,-0.03414,-0.12754
PP_283,0.1102,-0.03832,0.11701,0.01208,0.16463,-0.0068,0.08728,0.12729,0.14301,-0.01602,0.06864,0.11398,-0.11475,-0.00148,0.05984,0.108,0.08465,0.0464,0.18673,0.00825,0.14819,-0.02831,-0.05731,0.14379,0.00598,-0.03238,0.16128,-0.04464,0.00839,0.09415,-0.05331,0.06343,0.14939,0.06862,-0.03474,-0.12789
PP_285,0.12742,-0.05527,0.13476,0.00312,0.18063,-0.0066,0.09512,0.14489,0.13389,-0.01096,0.08044,0.11755,-0.13104,-0.00608,0.06033,0.12272,0.08831,0.05161,0.17969,0.01327,0.14663,-0.02103,-0.05269,0.13845,-0.00338,-0.02856,0.16688,-0.05043,0.01166,0.10474,-0.04932,0.08417,0.16286,0.07531,-0.03215,-0.13662
PP_286,0.11332,-0.04131,0.11951,0.01136,0.16785,-0.00785,0.08912,0.12964,0.14197,-0.0155,0.07048,0.11537,-0.11782,-0.00146,0.06078,0.11069,0.08444,0.0493,0.18572,0.00904,0.14798,-0.02651,-0.05637,0.14313,0.00547,-0.03225,0.1638,-0.04469,0.00904,0.09687,-0.05266,0.06683,0.15069,0.06982,-0.0342,-0.1297
